Uniprot,score_alpha,score_topm,res_length,SS,pLDDT,proQ3D,qmean,EC
Q9NR71,0.2318,0.2533,780,81.0,91.415341965471,0.246,0.2429,3.5.1.23
Q9NRX4,0.2528,0.3211,125,15.9,90.93309352517949,0.3057,0.2105,3.9.1.3
Q9NV23,0.2031,0.3792,252,25.3,93.2530476190486,0.2491,0.1923,3.1.2.14
Q9NV35,0.3059,0.2814,152,20.8,95.1273834832382,0.3501,0.2249,3.6.1.9
Q9P6Q6,0.2083,0.2099,248,40.2,94.53781524926688,0.2466,0.1784,3.1.3.33
Q9QWR8,0.2174,0.2084,394,46.7,96.81443037974633,0.2493,0.1979,3.2.1.49
Q9QWZ1,0.1977,0.1699,280,38.5,90.08050135501227,0.248,0.1931,3.1.11.2
Q9QY15,0.1927,0.1914,423,49.2,87.10629027490495,0.2341,0.197,3.6.4.13
Q9QYR9,0.2356,0.2736,398,50.6,97.10850649350677,0.3051,0.1843,3.1.2.2
Q9R1A9,0.2372,0.2465,226,29.9,94.88921412300748,0.266,0.2124,3.1.11.2
Q9SAI2,0.2304,0.2929,274,31.9,94.04943130118316,0.2797,0.2009,3.1.13.4
Q9SCV4,0.1877,0.2588,852,78.0,93.02766219920812,0.2404,0.197,3.2.1.23
Q9SF21,0.2988,0.3188,200,22.4,94.994827160494,0.3779,0.201,3.1.13.1
Q9SIY3,0.2095,0.2349,210,26.6,94.92157647058866,0.2491,0.1849,3.6.1.3
Q9SJM7,0.1631,0.1883,315,38.3,97.46534086156424,0.2369,0.1805,3.2.2.3
Q9SMX1,0.1897,0.2449,482,52.3,92.44088102209156,0.235,0.1851,3.6.4.13
Q9SR62,0.2439,0.285,309,32.7,96.31833470733731,0.2582,0.2179,3.1.3.48
Q9SSN3,0.2584,0.2424,176,22.3,89.67347338935633,0.2913,0.2198,3.2.2.6
Q9SU14,0.2808,0.2835,282,35.1,94.99269282211309,0.35,0.2443,3.6.1.13
Q9SU86,0.2072,0.3327,293,32.3,96.25167779261254,0.243,0.2009,3.5.4.5
Q9SU87,0.2712,0.3203,307,32.5,93.6718354430376,0.2996,0.2318,3.5.4.5
Q9SUF4,0.2655,0.3561,212,23.8,84.08566279780113,0.2958,0.2261,3.1.3.16
Q9SXJ7,0.1991,0.3165,833,74.1,84.26615870570056,0.2399,0.2079,3.6.1.3
Q9SYL6,0.2411,0.2989,290,33.3,95.46082901554432,0.2781,0.2079,3.4.19.9
Q9SZ30,0.1939,0.2642,519,65.6,92.13939082476806,0.2513,0.1841,3.5.1.2
Q9T0I8,0.2723,0.2237,250,32.7,96.64946695095983,0.3466,0.2149,3.2.2.16
Q9UAY4,0.2369,0.2686,573,63.7,87.48415581597162,0.2772,0.222,3.1.4.12
Q9UHL4,0.2135,0.2264,461,49.8,97.16064088397768,0.2557,0.2031,3.4.14.2
Q9UQ49,0.2837,0.3227,412,39.2,88.75196515892368,0.2754,0.2554,3.2.1.18
Q9URY4,0.1886,0.3373,517,50.1,97.3090353697746,0.2212,0.2038,3.5.1.4
Q9URY7,0.2924,0.3111,410,39.6,97.3312515842834,0.3412,0.2118,3.5.1.49
Q9URZ0,0.231,0.3293,405,49.7,95.68154680719137,0.2308,0.2275,3.2.1.22
Q9URZ7,0.2006,0.2312,408,51.0,91.41331515151576,0.2353,0.1888,3.1.3.46
I6Y0R5,0.1557,0.1812,467,60.7,94.72790542500772,0.2193,0.1764,6.3.2.12
O04983,0.2394,0.2987,455,56.6,94.09359223300945,0.2968,0.2112,6.3.4.14
Q9USS0,0.2149,0.3809,220,22.6,95.56890751445052,0.2315,0.2153,3.5.1.19
Q9UTS7,0.1819,0.2359,320,40.8,96.27915133779304,0.2414,0.1895,3.5.1.1
O13629,0.2916,0.2699,363,35.4,88.93786512927997,0.3333,0.2482,6.3.1.20
Q9UU90,0.2946,0.3101,139,18.4,91.43409584086804,0.355,0.2142,3.1.26.5
O14000,0.207,0.2378,519,59.5,93.50280085449832,0.2467,0.1842,6.1.1.10
Q9VGP0,0.2349,0.2204,145,20.7,97.73280243690172,0.262,0.2269,3.1.1.96
O16129,0.252,0.3573,405,38.5,93.2656095353046,0.2815,0.2194,6.1.1.20
Q9VHR8,0.1957,0.1564,704,78.6,95.46554315080616,0.2467,0.1938,3.4.14.4
O74407,0.2598,0.3244,547,49.4,93.03336111736886,0.295,0.2208,6.1.1.12
Q9VLJ6,0.2032,0.1856,602,70.9,95.21672448567878,0.2352,0.1885,3.4.15.1
O74976,0.1817,0.2494,512,56.3,93.36746659944568,0.2272,0.1906,6.2.1.8
Q9VMC9,0.243,0.2074,300,32.7,98.5061585365862,0.2761,0.2052,3.5.1.9
P04802,0.1837,0.2545,527,51.1,95.25657109283236,0.1904,0.209,6.1.1.12
Q9VTJ4,0.2369,0.3804,449,48.4,94.7434706984212,0.2511,0.22,3.2.1.51
P06709,0.1737,0.2316,321,41.4,94.710394207562,0.2135,0.1872,6.3.4.15
Q9VV96,0.1751,0.2359,162,20.2,98.14646058732669,0.2185,0.1797,3.5.1.28
P07756,0.2058,0.2196,1456,74.1,94.40945013813268,0.3548,0.1868,6.3.4.16
Q9VVR1,0.312,0.3898,496,44.7,86.48455210698953,0.342,0.2693,3.4.19.12
P08192,0.1449,0.1601,422,51.2,95.7324187500006,0.1942,0.1635,6.3.2.12
Q9VZ64,0.186,0.2517,243,28.9,95.51065031982934,0.2355,0.1947,3.1.1.31
P0AC28,0.2369,0.3765,182,22.5,94.67969778374786,0.2818,0.2022,6.3.3.2
Q9WV35,0.2568,0.2391,198,18.2,78.65215650030804,0.2879,0.2305,3.5.4.36
P0C7B6,0.3109,0.3725,489,49.4,91.54153590595509,0.3355,0.2542,6.3.1.2
Q9XTQ5,0.1899,0.2888,425,29.3,93.68845295536828,0.2452,0.1746,3.1.3.12
P14882,0.1661,0.3253,661,84.7,91.81553725490166,0.221,0.1872,6.4.1.3
Q9XVR6,0.2392,0.268,264,35.1,93.57438497652632,0.266,0.188,3.4.19.12
P22515,0.2223,0.2428,1010,13.2,94.43967867453064,0.2798,0.1934,6.2.1.45
Q9XYN7,0.2714,0.2713,205,27.7,96.97609365372789,0.346,0.1959,3.4.25.1
P31327,0.2067,0.2218,1456,75.3,95.62346502936406,0.35,0.1848,6.3.4.16
Q9Y235,0.2514,0.25,176,18.7,82.54031141868542,0.2945,0.211,3.5.4.36
P32073,0.2165,0.2138,718,70.9,84.64856657730127,0.2793,0.199,6.3.5.2
Q9Y303,0.2068,0.2992,409,41.6,94.076859182349,0.2726,0.1979,3.5.1.25
P32288,0.2759,0.2596,370,41.6,96.5550969717592,0.3195,0.2198,6.3.1.2
Q9Y7S9,0.3318,0.3479,538,48.8,89.30783904270257,0.3424,0.2713,3.2.1.1
P37353,0.1999,0.2037,451,58.2,94.40936987849685,0.2415,0.2013,6.2.1.26
Q9Z185,0.2144,0.2062,662,72.7,94.9835670380336,0.2712,0.1973,3.5.3.15
P37773,0.1452,0.2298,457,55.0,95.25332287507132,0.1932,0.1664,6.3.2.45
Q9Z1N4,0.1891,0.1866,308,34.9,96.55537569772385,0.2459,0.1877,3.1.3.7
P38137,0.2534,0.269,543,57.0,92.0226571294562,0.2961,0.2092,6.2.1.8
Q9ZV85,0.2635,0.3079,290,33.7,93.94608304794566,0.3054,0.2103,3.4.19.9
P38705,0.2617,0.3172,429,46.6,94.39863086456124,0.3101,0.2043,6.1.1.11
P38972,0.198,0.2703,1358,46.2,93.90206669214584,0.3148,0.1941,6.3.5.3
P46309,0.2033,0.1927,432,54.7,98.14041847041862,0.2366,0.1844,6.3.2.2
P46416,0.2155,0.3395,464,50.6,96.071660315732,0.2591,0.1887,6.3.2.3
P76085,0.1996,0.2743,437,45.7,91.75581537565536,0.2354,0.1989,6.2.1.30
P9WJI7,0.2052,0.2378,449,51.8,95.5145396825396,0.2641,0.1921,6.3.4.21
P9WJI9,0.1967,0.292,429,47.5,95.99615021998711,0.2601,0.1922,6.3.4.21
P9WN39,0.2713,0.2778,478,56.5,95.11231378763952,0.3164,0.2287,6.3.1.2
P9WQ39,0.1949,0.3199,370,34.9,91.39891707686368,0.2729,0.1932,6.2.1.26
P9WQ47,0.1993,0.3141,573,55.0,89.86215189873347,0.2573,0.198,6.2.1.57
Q08220,0.2288,0.2254,491,50.3,94.10177664974626,0.2717,0.2033,6.3.2.3
Q0J7N5,0.292,0.3675,323,32.5,91.5563845848233,0.3755,0.2329,6.3.2.5
Q12676,0.2089,0.2952,427,49.7,94.47382852039291,0.2585,0.1895,6.3.2.12
Q19311,0.2186,0.2946,1324,39.8,92.8569758848696,0.3392,0.2044,6.3.5.3
Q2G1M8,0.2572,0.2466,602,62.5,92.11425825825852,0.2849,0.2301,6.3.2.55
Q3URE1,0.1962,0.3166,538,59.5,90.92500236071766,0.2217,0.1892,6.2.1.76
Q54PC2,0.274,0.2838,626,63.9,93.97230086750837,0.3094,0.2248,6.3.2.2
Q54WR9,0.2529,0.2732,735,77.3,92.20691540577695,0.305,0.2068,6.3.1.2
Q55C16,0.2262,0.2772,1003,13.9,93.9262892603856,0.2867,0.2056,6.2.1.45
Q57662,0.1956,0.2275,251,29.8,96.01010141987848,0.2436,0.1647,6.3.2.36
Q57681,0.218,0.3214,577,55.2,94.63694227109322,0.2611,0.1875,6.1.1.14
Q58037,0.1923,0.259,291,36.0,94.56464878671726,0.2421,0.1768,6.3.2.33
Q58225,0.2567,0.3724,292,22.7,96.85759914712132,0.3253,0.1734,6.3.4.24
Q58628,0.2022,0.3945,567,63.7,91.90741856314156,0.244,0.1964,6.4.1.1
Q58693,0.1718,0.226,237,27.8,96.0973728813559,0.2015,0.1654,6.2.1.14
Q58773,0.1701,0.2033,482,59.8,94.2062646121145,0.2187,0.1714,6.3.5.5
Q58776,0.2064,0.2737,618,72.4,92.82029069767486,0.2709,0.1714,6.3.5.5
Q58988,0.2366,0.3314,83,13.1,97.292684365782,0.2549,0.1764,6.3.5.3
Q59014,0.1485,0.1652,237,30.4,96.37504702194389,0.1704,0.1579,6.3.4.15
Q5M9F5,0.1839,0.3218,249,29.0,94.98609359104834,0.2152,0.2058,6.3.1.14
Q5NAZ7,0.27,0.3173,446,42.0,84.16124453512101,0.3013,0.2393,6.3.2.52
Q5XIT9,0.2516,0.2706,524,63.6,97.60426517967812,0.3107,0.1957,6.4.1.4
Q67W82,0.1836,0.3631,541,67.8,91.44741265575432,0.2268,0.1986,6.2.1.12
Q69S81,0.2727,0.3888,321,31.2,91.80893058918453,0.3463,0.236,6.3.2.5
Q6ETN3,0.1763,0.3206,544,66.0,91.4970106847985,0.1967,0.2032,6.2.1.12
Q6I581,0.1988,0.2362,581,60.0,90.51931793419143,0.2469,0.191,6.3.2.52
Q6P461,0.2859,0.2869,480,51.3,84.67721350704608,0.3094,0.2396,6.2.1.2
Q75JQ1,0.2727,0.3633,560,52.3,92.23073575594474,0.3445,0.2142,6.1.1.12
Q8C196,0.2047,0.2283,1456,74.6,94.45306924516468,0.3483,0.1838,6.3.4.16
Q8GZ45,0.2913,0.3818,458,48.4,89.37071467244161,0.3783,0.2165,6.1.1.3
Q8W4F3,0.2208,0.2693,795,81.2,90.24620239390669,0.2647,0.2082,6.1.1.18
Q94K73,0.2399,0.2918,353,37.1,95.90590186592928,0.2701,0.2134,6.1.1.20
Q9C8D4,0.2463,0.328,558,58.6,87.64885219767696,0.2702,0.2329,6.2.1.2
Q9CQ28,0.1932,0.2966,249,29.2,95.0820691408231,0.2218,0.2048,6.3.1.14
Q9FXG2,0.4051,0.391,463,45.0,85.01640272108861,0.4566,0.3106,6.1.1.14
Q9GT49,0.2501,0.3162,647,67.0,92.41190017344478,0.2953,0.2169,6.3.1.9
Q9LDD8,0.2737,0.2809,529,61.9,95.04528259791768,0.3415,0.2051,6.4.1.4
Q9LZM3,0.2977,0.3442,309,30.7,94.23601146601108,0.3741,0.205,6.3.2.5
Q9M8D3,0.2,0.2818,1322,44.2,94.37220812432368,0.2985,0.2021,6.3.5.3
Q9P7W2,0.2288,0.3505,204,23.8,91.44056063375928,0.239,0.2227,6.3.3.2
Q9QXJ0,0.2512,0.2768,377,37.3,92.1890762656142,0.2743,0.2181,6.3.2.25
Q9S725,0.1978,0.3207,533,68.0,91.54061858190732,0.247,0.1926,6.2.1.12
Q9SKE2,0.2206,0.2479,575,59.3,81.2778476821199,0.2817,0.1865,6.3.2.52
Q9SMT7,0.1762,0.1804,514,68.5,93.2460250191484,0.2269,0.1867,6.2.1.8
Q9UTB2,0.252,0.2821,428,44.0,93.28283692126166,0.2873,0.2247,6.1.1.11
Q9V9A7,0.2612,0.2899,540,62.6,94.64697117733222,0.3251,0.2101,6.4.1.4
Q9W3K5,0.2998,0.3114,717,46.4,87.78392920042263,0.2972,0.2804,6.3.2.2
Q9XWE6,0.2038,0.2504,206,22.8,92.57278580024015,0.2408,0.1912,6.3.3.2
Q9Y7Y8,0.2293,0.2998,811,79.4,89.3641665381652,0.2627,0.2226,6.1.1.18
O05000,0.2267,0.288,499,61.0,90.18089167092404,0.2636,0.2366,7.1.1.2
O35379,0.2553,0.3677,1528,66.7,83.15810830983521,0.4518,0.2405,7.6.2.2
O59868,0.2365,0.2488,899,2.2,82.31721351900254,0.2621,0.2139,7.2.2.10
P00163,0.2089,0.2164,385,49.3,98.11495145631088,0.2029,0.2638,7.1.1.8
P07821,0.2129,0.3267,265,30.3,92.31237813884825,0.249,0.2088,7.2.2.16
P08067,0.2467,0.2534,165,23.5,94.62068163592636,0.3312,0.2025,7.1.1.8
P0AAG5,0.2591,0.3932,593,75.6,89.43461186218966,0.3006,0.2031,7.6.2.2
P0C8K9,0.3474,0.3285,531,66.8,94.66522157996252,0.3762,0.2521,7.1.1.9
P13586,0.2643,0.2493,950,0.1,81.09524225467402,0.3015,0.2193,7.2.2.10
P20609,0.2761,0.2313,53,6.4,88.49358796296302,0.6062,0.2206,7.1.1.9
P39109,0.2516,0.3466,1515,58.4,83.15445319625269,0.4695,0.2294,7.2.2.2
Q08201,0.2557,0.299,1231,42.2,85.17076221430094,0.3199,0.2287,7.6.2.1
Q09154,0.3145,0.3401,167,22.0,93.2050593824228,0.4371,0.1961,7.1.1.8
Q34313,0.3059,0.3184,670,74.5,90.20293278257596,0.3466,0.2515,7.1.1.2
Q55CD9,0.303,0.2693,451,52.6,90.61821951893845,0.3635,0.2233,7.1.1.2
Q56ZN6,0.2011,0.2011,770,83.6,91.40368448637354,0.2481,0.1968,7.1.3.1
Q58065,0.181,0.2727,448,51.6,97.13891323400463,0.2469,0.1701,7.1.1.2
Q58542,0.2441,0.2709,349,38.8,82.78917293233015,0.3033,0.1701,7.3.2.7
Q58762,0.1822,0.2787,297,36.3,95.13851299531298,0.2298,0.1705,7.3.2.6
Q67ZF6,0.3386,0.3875,224,28.0,94.33491399082556,0.3279,0.2567,7.2.1.3
Q7FB56,0.2661,0.2034,1043,19.6,84.01095960832275,0.3017,0.2141,7.6.2.2
Q7TMS5,0.2646,0.2727,621,68.9,87.15142680920972,0.2995,0.2484,7.6.2.2
Q80W57,0.267,0.268,621,74.8,87.27670704167535,0.2966,0.2422,7.6.2.2
Q8L856,0.2813,0.2677,217,30.2,95.92865511057978,0.293,0.2284,7.2.1.3
Q93873,0.3378,0.3909,443,50.1,87.23200959638716,0.3823,0.2668,7.1.1.2
Q9B8D0,0.3071,0.3961,84,11.7,89.83903076923087,0.5537,0.3071,7.1.1.2
Q9FGI6,0.2327,0.3542,676,65.8,91.72713206816454,0.2662,0.2265,7.1.1.2
Q9FWR2,0.2173,0.1975,770,83.8,90.90858188153312,0.2579,0.2013,7.1.3.1
Q9SKX0,0.283,0.357,1410,33.8,79.77026213854573,0.4809,0.2439,7.6.2.2
Q9SU58,0.2717,0.2373,946,7.7,81.49271524082486,0.3216,0.2253,7.1.2.1
Q9SWS1,0.3022,0.2629,219,30.0,96.82357561547498,0.3094,0.2263,7.2.1.3
Q9SYI0,0.2416,0.2363,934,1.7,86.55297786720332,0.2739,0.2098,7.4.2.4
A0A068BIF1,0.2555,0.3865,433,41.4,95.0994439488552,0.2876,,2.3.1.268
A0A0R4IDP3,0.4191,0.4555,329,33.8,88.28952036543586,0.3525,,2.3.1.225
A0B6E6,0.4624,0.526,61,7.2,85.72572314049587,0.4182,,2.7.7.6
A0LHM2,0.2558,0.354,307,37.1,93.58146391752577,0.2853,,5.4.99.25
A0LUF4,0.4492,0.4816,88,9.1,88.43564564564565,0.3981,,2.7.7.6
A0Q119,0.412,0.3585,74,7.2,84.66325744308232,0.3425,,2.7.7.6
A0R5T2,0.2667,0.3876,349,39.5,89.8679489024829,0.2913,,6.5.1.1
A1A4Q9,0.3366,0.4064,196,14.6,94.40143236074272,0.381,,3.6.1.62
A1W1X5,0.3242,0.3982,128,14.4,96.2565559772296,0.4155,,1.7.1.13
A2BJ90,0.2876,0.511,236,21.5,94.16651336898396,0.3818,,4.3.99.3
A2E9H3,0.2369,0.37,427,39.1,95.72748473748472,0.2725,,2.7.1.90
A2RST1,0.4267,0.4466,148,20.9,92.5169243697479,0.3646,,2.5.1.18
A2WQ39,0.2828,0.3957,376,32.8,90.40267595818815,0.2831,,1.14.20.4
A3DIJ8,0.3431,0.3967,157,19.9,93.40841245136188,0.3563,,3.6.1.3
A3LN21,0.2866,0.3571,410,38.9,94.74812003810732,0.3267,,5.3.1.23
A3N0B0,0.327,0.3564,361,39.5,94.10884376143431,0.3127,,4.2.3.5
A4FZX1,0.2595,0.3544,576,49.3,94.82433836206896,0.292,,6.1.1.14
A4SG83,0.3486,0.3507,138,17.2,93.59649908592324,0.3065,,3.5.4.19
A4XES9,0.2718,0.3535,470,52.8,95.0675998897768,0.2687,,1.13.11.82
A4YHJ0,0.2345,0.4215,218,14.3,93.01868131868132,0.2692,,2.7.1.161
A4YIM8,0.5103,0.4077,67,6.1,89.2516730038023,0.4776,,2.7.7.6
A5CUV9,0.27,0.4232,589,56.3,92.31300809248556,0.305,,2.2.1.9
A5F5X0,0.4806,0.4589,416,48.0,82.01604745551046,0.5022,,7.2.1.1
A5PK39,0.3336,0.3675,1250,36.8,91.74669371405096,0.3982,,3.4.14.10
A6LIV7,0.262,0.4053,370,35.7,91.79289080650516,0.266,,2.7.1.130
A6LSJ4,0.4411,0.44,73,8.0,87.91759717314488,0.3636,,2.7.7.6
A6TV07,0.4458,0.3699,417,35.2,84.99107748184018,0.4229,,1.11.1.21
A6TWI9,0.3819,0.3776,1172,99.7,88.88186013528255,0.4125,,2.7.7.6
A6URP9,0.3408,0.3524,96,12.6,93.36645861601085,0.3014,,2.7.7.6
A7H2A7,0.3185,0.4287,75,8.1,85.34221649484536,0.2919,,2.7.7.6
A7I7N1,0.2671,0.3932,335,30.7,94.8282922824302,0.3211,,2.1.1.195
A7MR71,0.2444,0.3797,105,15.0,86.21112426035504,0.2513,,3.5.1.135
A7Z465,0.2794,0.3968,70,6.0,93.52046312178388,0.2956,,2.7.7.6
A8FFD9,0.3309,0.5019,372,35.8,82.44104326587578,0.3562,,3.4.24.78
A8FMX9,0.3186,0.4068,75,8.1,85.34221649484536,0.2923,,2.7.7.6
A8FYU6,0.2473,0.3624,425,45.6,95.91585559796437,0.259,,1.2.1.41
A8IQD2,0.2509,0.3545,264,26.9,98.15947444551593,0.2899,,3.1.1.81
A8LE17,0.3984,0.367,95,8.8,87.49937062937062,0.3836,,2.7.7.6
A8MLD3,0.3865,0.3881,1180,4.1,89.27534253964829,0.4222,,2.7.7.6
A8X7X9,0.3665,0.3813,405,42.9,86.80781079442087,0.3762,,1.13.11.11
A8ZUH8,0.2882,0.3681,206,20.3,88.10406812339332,0.3177,,3.6.4.12
A9G8M9,0.2858,0.3572,282,31.4,92.1937641723356,0.3035,,2.7.4.27
A9RAG2,0.5037,0.4972,147,18.6,82.30424570912376,0.5164,,7.1.1.2
B0BM36,0.3726,0.3593,285,23.2,88.9762019660411,0.3845,,1.3.5.1
B1L097,0.2283,0.4964,416,50.4,94.20518907563026,0.2383,,6.1.1.21
B1LBK1,0.2412,0.364,118,14.1,91.15282051282053,0.3327,,3.1.26.5
B1VKH4,0.4425,0.4436,699,43.7,79.41115150460949,0.4171,,2.7.7.6
B1WNK3,0.3736,0.4,318,36.8,85.00582461786001,0.3308,,2.1.3.15
B1YCT7,0.4094,0.3716,188,21.2,93.4566167460858,0.4983,,3.5.4.16
B1Z1Y2,0.246,0.3653,283,31.8,96.9615065913371,0.2388,,4.3.2.3
B2GD58,0.3861,0.4798,95,8.1,84.69367509986684,0.3617,,2.7.7.6
B2I8Y4,0.3235,0.4107,156,13.9,92.7173198380567,0.3104,,1.8.4.12
B2IA30,0.2667,0.3734,238,24.3,90.01467385721624,0.2863,,1.8.4.8
B2MUU6,0.4106,0.4137,285,30.8,95.4745350435181,0.4226,,2.4.1.5
B2THR8,0.3537,0.3559,67,8.1,89.58832369942196,0.3099,,2.7.7.6
B3EWG9,0.5219,0.5332,232,19.0,71.07431804991295,0.6537,,2.4.2.30
B3EWI1,0.2692,0.3668,248,28.7,90.60267605633804,0.2745,,1.11.1.17
B3EWP2,0.4941,0.5221,45,5.1,91.38371584699456,0.5547,,3.2.1.35
B4REI3,0.2946,0.3658,329,29.5,93.3396188158962,0.3168,,2.7.1.130
B6JMH5,0.5391,0.4478,285,30.7,91.07730968858132,0.6485,,2.5.1.145
B7I973,0.2113,0.3581,346,39.5,96.2553685368537,0.2262,,2.4.99.17
B7KXC6,0.3005,0.3553,385,42.6,93.40948411342671,0.3447,,1.21.98.4
B8CY75,0.2259,0.352,430,53.0,92.83856025492469,0.2509,,5.2.1.8
B8F3Y5,0.262,0.3638,468,44.2,95.58270414993306,0.2934,,6.1.1.22
B8F415,0.3075,0.3775,361,39.2,93.38503105590064,0.2967,,4.2.3.5
B8GJL9,0.2785,0.3942,530,53.3,93.59973646382367,0.3622,,6.1.1.27
B8GY23,0.3502,0.3966,160,14.0,95.01496296296295,0.3386,,1.8.4.12
B8J412,0.4267,0.4453,79,7.7,83.6752922077922,0.373,,2.7.7.6
B8V7P3,0.5732,0.5331,149,14.6,76.83488255033558,0.597,,4.2.1.1
B9JK75,0.3344,0.3595,276,33.0,96.90110523786642,0.3989,,1.1.1.421
B9K1J4,0.3618,0.3819,339,40.0,96.13597367402244,0.3646,,3.5.1.49
B9LRS6,0.3084,0.426,303,32.2,94.26401226456416,0.3229,,4.3.3.6
C0HJM0,0.5941,0.5558,72,6.1,67.73983579638751,0.7554,,1.14.18.1
C0HLL7,0.4773,0.4055,51,5.1,79.75422330097089,0.4189,,2.5.1.18
C1CW54,0.3798,0.3783,306,36.9,91.82286206896552,0.3499,,2.7.8.13
C1CZ29,0.408,0.3945,100,10.6,75.76563909774436,0.3831,,2.7.7.6
C3N5H2,0.4453,0.493,96,9.1,77.73307284768212,0.399,,2.7.7.6
C4KH27,0.3004,0.3792,456,48.4,93.87846260387812,0.3079,,1.4.4.2
C4KH38,0.4477,0.4899,96,9.1,77.73307284768212,0.3997,,2.7.7.6
C4VA52,0.3063,0.3689,505,52.5,92.2191188118812,0.3484,,6.1.1.20
C5A786,0.1978,0.3689,214,28.9,95.97025989367984,0.1878,,4.2.1.10
C5G6D7,0.28,0.3504,1015,10.8,94.4117012858556,0.2643,,4.2.2.21
C6LR75,0.2601,0.4014,459,52.4,88.08406112334802,0.2818,,1.14.12.17
C6VLJ0,0.3042,0.3774,268,35.6,92.83504645476772,0.2944,,2.1.3.15
C7CM32,0.3983,0.3891,206,23.2,86.30825998645903,0.3874,,1.5.1.42
C7R3Z4,0.263,0.3519,424,43.8,96.33792276549362,0.2643,,6.3.1.13
C8VP37,0.3232,0.3904,356,30.5,86.8494322673374,0.3463,,2.4.2.28
C9K1X6,0.2515,0.3505,460,55.0,90.78654698457224,0.2509,,1.14.99.61
C9K1X7,0.2723,0.3514,460,54.0,90.97047154017856,0.2868,,1.14.99.62
C9RE37,0.3819,0.3906,162,16.8,94.45847275518037,0.5571,,2.1.1.63
C9WJD0,0.3577,0.457,283,27.9,93.18190225203642,0.4071,,3.2.1.14
C9ZBY0,0.3008,0.3719,324,32.1,93.40825963488844,0.3199,,3.5.1.103
D1A7C3,0.3809,0.3535,304,29.1,95.8124808836024,0.3715,,1.8.3.7
D1ZK87,0.3841,0.4092,238,20.6,84.2062818336163,0.4034,,4.4.1.22
D2NT85,0.2678,0.3542,454,41.2,93.9907573149742,0.2657,,6.3.1.13
D4GP28,0.283,0.3681,290,30.9,93.8985682326622,0.3177,,4.2.1.141
D4GPK6,0.3178,0.376,580,59.3,91.596859375,0.328,,1.10.3.2
D4GTL2,0.3596,0.4078,434,40.2,95.3336274509804,0.5183,,2.3.3.9
D4GWR6,0.266,0.3775,446,48.4,96.66762053318207,0.2768,,2.3.3.10
E1V8J1,0.295,0.37,423,39.6,96.68921408362152,0.32,,1.1.1.40
E1W3A7,0.3878,0.3708,236,19.1,91.15930585683296,0.3762,,3.1.3.2
E1WGF1,0.3207,0.3695,624,63.7,90.3139939148073,0.3215,,3.4.16.4
E7FHF8,0.3819,0.4253,238,19.5,95.51663586956522,0.4586,,1.12.1.5
E7FHU4,0.3223,0.5169,262,22.9,93.30280821917808,0.3505,,1.12.1.3
E7FI44,0.2356,0.3656,429,51.3,94.62642857142856,0.2567,,1.12.1.3
E9BDA8,0.2989,0.3937,493,53.3,89.3743467475193,0.3105,,1.7.1.7
E9F7R6,0.3914,0.4001,346,31.7,91.67010514018692,0.3757,,3.2.1.14
F0SLK8,0.2358,0.3574,230,25.9,95.25430579964848,0.2943,,5.1.99.6
F1SVH7,0.4362,0.3848,185,14.7,81.17188575361321,0.4767,,1.12.98.3
F1SVL1,0.2682,0.4433,159,18.8,93.78850734725444,0.2911,,1.12.98.3
F4HU58,0.3368,0.4334,421,36.5,82.44015309246787,0.3378,,3.5.4.34
G5ED39,0.3521,0.4798,1263,34.8,79.89747845041117,0.3647,,3.4.22.49
H6LC28,0.4058,0.4493,193,23.8,84.90575504523314,0.3903,,7.2.1.2
H6LC31,0.3596,0.4839,319,35.5,82.90410699241785,0.3153,,7.2.1.2
I0CME8,0.4325,0.3967,348,28.5,85.66064180709932,0.4358,,3.2.1.35
I3R9M8,0.4319,0.3962,353,27.2,92.29960155148096,0.5485,,1.7.5.1
I6Y8I5,0.3505,0.4424,300,26.2,92.95221116399829,0.3144,,1.8.3.7
L0TDE1,0.278,0.4118,359,38.8,87.80148462354188,0.2773,,6.5.1.1
M2Y151,0.3307,0.3905,648,56.6,90.2426993006993,0.35,,4.2.1.142
O02697,0.3432,0.3627,1103,8.3,87.90578492935636,0.366,,2.7.1.153
O03515,0.4499,0.4186,338,43.5,97.1736234116288,0.4646,,7.1.1.9
O03524,0.4727,0.399,338,44.2,97.07632409545803,0.5159,,7.1.1.9
O03554,0.4587,0.3978,338,44.5,97.10988846153847,0.4963,,7.1.1.9
O04138,0.2477,0.3582,243,18.8,93.19411924119204,0.2356,0.2492,3.2.1.14
O04437,0.308,0.3588,214,24.7,96.04832934131738,0.3548,,2.5.1.18
O04482,0.2718,0.3563,330,35.2,91.12802347595596,0.323,0.1876,3.4.19.12
O05616,0.3239,0.3543,355,38.9,96.13423021582734,0.3478,,1.14.13.82
O05755,0.3224,0.374,80,10.7,96.33508278145696,0.3135,,6.3.5.3
O07718,0.4878,0.4229,368,31.3,80.03398667601682,0.4206,,4.1.3.1
O09174,0.2663,0.3522,381,45.0,95.36402114597524,0.3191,0.2197,5.1.99.4
O13427,0.2564,0.3687,375,41.2,93.44876791808876,0.2427,,4.1.2.48
O13907,0.3244,0.4801,493,46.7,93.42849606299212,0.3803,,2.3.3.8
O14434,0.2663,0.448,169,21.5,95.38619799139168,0.2923,,4.2.1.94
O14734,0.2819,0.3557,294,37.3,91.55864428389336,0.3113,0.2357,3.1.2.1
